,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017,35.28,190.00,335.59,228.65,124.88,9.45,38.62,6.66,54.80,2.68,1.13,10.39,16.79,32.80,9.11,2.58,90.23,97.46,3.90
2016,41.72,207.16,290.30,218.13,83.33,10.16,35.92,6.28,58.12,2.75,1.10,12.16,21.22,38.16,10.90,3.02,88.10,151.49,9.10
2015,45.16,192.52,244.99,172.02,30.84,10.31,35.40,6.07,60.13,2.72,1.16,7.06,12.63,19.72,5.87,1.64,14.92,88.71,1.66
2014,46.53,173.62,213.44,123.90,5.28,10.79,33.82,7.15,51.04,2.82,1.27,1.29,1.98,2.73,0.84,0.25,8.73,63.87,-0.84
2013,45.07,181.96,269.14,180.24,36.90,10.29,35.47,8.09,45.11,2.73,1.23,7.40,13.60,22.28,5.74,1.67,45.62,102.89,4.21
2012,30.82,240.26,301.60,220.35,126.69,9.07,40.24,10.35,35.26,3.42,0.99,10.05,15.30,5.15,10.01,1.88,62.32,109.54,4.73
2011,38.89,215.53,246.12,187.13,-3.08,10.30,35.43,11.23,32.50,3.87,1.17,-0.98,-1.90,3.27,-1.00,-0.22,35.59,81.08,3.79
2010,41.62,238.36,326.59,231.93,2.32,9.44,38.66,11.62,31.41,3.46,1.02,0.33,0.09,0.78,0.05,0.01,-29.40,82.51,-3.23
2009,46.85,205.42,148.77,126.81,2178.54,8.17,44.67,11.07,32.97,3.03,0.83,6.05,10.88,9.51,6.67,1.21,47.11,152.61,10.20
2008,46.83,212.00,267.38,219.70,-7.08,8.17,44.67,10.63,34.33,3.40,1.04,-3.28,-7.08,2.15,-3.74,-0.78,21.67,151.92,2.77
2007,50.83,243.29,243.15,197.47,2.24,7.69,47.46,10.29,35.47,3.37,0.89,0.86,0.97,4.66,0.53,0.11,18.26,159.43,2.94
2006,48.78,254.16,402.87,333.42,2.59,7.14,51.12,9.41,38.78,2.78,0.79,1.08,1.34,4.71,0.86,0.15,49.47,141.13,4.24
2005,51.29,245.55,277.03,230.40,-10.13,7.02,51.99,8.64,42.24,2.70,0.76,-5.40,-11.55,5.49,-7.51,-1.31,62.87,111.13,8.30
2004,48.30,212.22,202.35,149.72,13.70,6.47,56.41,10.68,34.17,2.80,0.86,10.07,18.93,7.92,10.45,2.00,10.57,51.89,1.43
2003,51.46,177.33,210.04,160.30,1.05,5.12,71.28,10.06,36.28,2.08,0.77,0.71,0.10,0.38,0.06,0.01,22.13,41.99,2.42
2002,55.58,182.86,224.28,170.26,0.00,4.69,77.82,9.90,36.86,1.84,0.67,0.00,0.00,-3.67,0.00,-0.52,0.00,29.73,0.00
2001,52.35,158.85,164.77,122.32,0.00,4.00,91.25,9.53,38.30,1.73,0.69,0.00,0.00,-0.07,0.00,-2.35,70.63,44.86,8.16
2000,50.48,140.23,94.46,74.27,0.00,4.68,77.99,9.85,37.05,1.98,0.70,0.00,0.00,-8.09,0.00,-1.40,0.00,25.68,0.00
1999,45.03,190.66,239.38,172.73,2.60,4.97,73.44,9.10,40.10,1.78,0.66,2.91,3.82,-2.66,3.06,0.50,20.78,37.65,1.99
1998,46.06,176.29,380.30,309.01,0.00,5.28,69.13,9.75,37.44,1.67,0.68,0.00,0.00,-2.30,0.00,-0.42,9.18,59.44,0.67
1997,44.09,223.94,285.80,217.20,0.00,5.30,68.86,9.23,39.54,2.63,0.93,0.00,0.00,4.31,0.00,-0.75,64.79,62.03,6.62
1996,39.88,174.54,109.53,69.67,5.25,4.89,74.64,7.71,47.34,2.56,0.88,7.66,11.07,-0.50,7.25,1.53,11.31,70.1,1.78
1995,46.84,159.38,97.14,69.91,1.32,4.92,74.19,7.51,48.60,2.54,0.86,2.17,1.18,5.04,0.74,0.16,9.23,65.28,0.6
1994,43.85,172.83,102.30,77.11,3.57,5.31,68.74,8.06,45.29,2.54,0.87,5.97,7.75,10.58,4.89,1.06,15.08,62.95,4.01
1993,44.80,175.37,105.60,78.96,2.19,5.49,66.48,8.64,42.25,2.26,0.80,3.87,3.96,4.17,2.71,0.52,5.84,59.26,0.62
1992,45.15,176.91,137.32,114.34,4.85,5.43,67.22,8.99,40.60,2.19,0.81,5.34,7.94,16.68,5.25,1.06,34.31,84.34,10.28
