,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017,59.61,312.26,153.79,137.46,3899.54,2.68,136.19,12.06,30.26,7.61,1.18,7.13,17.54,62.40,5.87,4.11,10.35,90.11,1.74
2016,61.65,289.11,148.47,135.61,3052.93,2.63,138.78,13.73,26.58,6.16,1.12,5.68,13.71,53.26,4.84,3.13,21.37,118.53,12.46
2015,59.20,234.33,146.94,135.95,1607.90,2.54,143.70,14.98,24.36,4.71,1.10,3.81,8.54,34.70,3.15,1.92,7.72,92.92,2.34
2014,59.47,198.56,144.93,132.19,1409.92,2.75,132.72,16.38,22.28,4.40,1.15,3.51,7.47,28.42,2.63,1.62,7.14,88.45,-0.89
2013,55.88,222.33,140.29,127.37,2559.97,2.97,122.89,17.02,21.44,5.64,1.23,5.57,11.88,44.39,4.14,2.52,16.74,182.08,4.66
2012,35.62,1130.59,49.19,43.97,3741.56,4.35,83.90,23.59,15.47,7.07,0.43,10.84,16.72,4.14,24.26,3.34,27.95,107.81,5.93
2011,37.81,1112.97,62.58,59.10,4201.93,4.07,89.68,18.52,19.70,7.89,0.48,12.21,18.82,9.22,23.03,3.81,27.03,105.00,3.91
2010,35.11,920.26,92.36,80.15,5121.20,4.52,80.75,13.48,27.07,7.44,0.58,18.14,27.56,11.57,28.49,5.30,13.92,139.94,4.99
2009,35.57,713.13,100.92,87.20,28.91,3.91,93.35,14.66,24.89,5.01,0.51,12.05,17.26,8.26,20.77,2.91,14.51,136.92,0.21
2008,28.12,573.60,107.88,100.81,10.95,4.44,82.20,30.29,12.05,6.65,0.89,8.54,11.10,9.72,9.26,1.74,35.77,126.13,-3.06
2007,27.82,533.36,134.92,110.30,15.62,5.02,72.70,31.42,11.61,8.70,1.18,17.58,24.56,17.66,13.75,3.88,0.41,157.55,8.23
2006,37.19,521.08,184.55,170.67,10.44,6.11,59.73,30.65,11.90,9.20,1.29,15.12,13.95,17.15,9.51,3.45,0.34,131.47,16.09
2005,41.00,416.00,213.00,185.00,5.00,3.13,116.61,18.71,19.50,6.55,1.22,7.00,11.00,9.00,5.00,1.52,0.55,72.17,11.48
2004,51.00,259.00,170.00,151.00,11.00,3.30,110.60,16.56,22.04,4.73,1.18,11.00,23.00,22.00,7.00,3.09,*****,*****,*****
2003,62.00,198.00,147.00,116.00,6.00,3.16,115.50,10.25,35.60,2.68,0.83,6.00,13.00,18.00,5.00,1.73,*****,1.70,*****
2002,59.00,156.00,144.00,119.00,3.00,3.72,98.11,8.33,43.81,1.68,0.72,6.00,9.00,18.00,5.00,1.03,8.00,3.00,3.00
2001,57.00,104.00,88.00,70.00,1.00,3.79,96.30,8.07,45.22,1.26,0.74,4.00,5.00,9.00,3.00,0.50,3.00,*****,2.00
2000,68.00,96.00,87.00,70.00,2.00,3.69,98.91,8.55,42.69,1.14,0.62,8.00,19.00,15.00,9.00,1.87,*****,*****,*****
