,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017,81.96,71.55,21.50,14.23,-7.71,7.59,48.08,,,0.24,0.18,-5.84,-45.35,-16.50,-35.16,-2.06,-11.87,18.17,-4.98
2016,89.38,37.47,18.53,13.26,-7.45,6.59,55.38,,,0.25,0.18,-5.83,-47.93,-39.25,-35.48,-3.93,-2.04,28.32,-1.73
2015,83.78,45.63,27.59,18.83,-7.58,7.36,49.59,,,0.28,0.21,-5.95,-34.39,-22.29,-31.15,-2.24,-10.02,-91.90,-5.43
2014,78.06,28.49,21.87,15.23,-6.64,5.99,60.93,,,0.28,0.22,-4.50,-20.75,-17.55,-23.30,-1.77,-2.66,3.47,-1.92
2013,73.33,58.40,39.89,30.70,-4.71,5.62,64.94,,,0.36,0.27,-2.94,-12.29,-12.06,-12.84,-1.22,4.83,70.56,1.88
2012,69.70,70.06,35.27,25.32,-2.42,6.12,59.64,,,0.45,0.30,-1.55,-6.75,-15.20,-6.86,-0.75,4.81,34.02,1.77
2011,69.60,71.59,37.74,26.78,-0.78,7.13,51.19,,,0.45,0.30,-0.59,-3.60,-10.31,-3.67,-0.43,8.20,18.29,3.36
2010,69.26,70.85,35.55,24.12,4.17,8.85,41.24,,,0.44,0.29,3.07,8.40,-9.33,8.34,0.98,5.80,-31.39,2.55
2009,72.79,93.92,41.75,39.58,0.46,9.12,40.02,,,0.43,0.28,0.25,-2.30,1.63,-2.26,-0.26,13.14,0.0,2.84
2008,73.33,92.54,32.05,23.58,0.00,9.38,38.91,9.50,38.42,0.47,0.31,-22.46,-71.23,-19.13,-82.40,-5.16,0.00,0.0,0.00
2007,60.65,108.32,42.35,22.19,0.00,8.50,42.94,2.14,170.56,0.49,0.25,-2.61,-9.36,-6.84,-14.73,-0.88,5.16,33.6,1.30
2006,59.63,140.22,97.08,59.35,0.00,7.57,48.21,2.68,136.19,0.47,0.23,-9.92,-30.29,-15.18,-48.28,-3.89,0.00,0.0,0.00
2005,66.21,128.62,59.49,27.87,0.00,6.76,53.99,3.07,118.89,0.70,0.24,-8.71,-28.19,-9.86,-40.13,-2.03,13.55,28.46,2.57
2004,64.28,153.53,45.66,30.37,0.00,6.22,58.68,2.90,125.86,0.81,0.24,-10.27,-28.50,-5.92,-46.56,-2.68,13.39,21.98,7.04
2003,58.38,198.22,123.77,73.88,0.59,6.09,59.93,3.06,119.28,0.88,0.24,2.32,-3.65,-2.13,-6.34,-0.40,4.47,31.74,0.79
2002,57.55,185.38,107.93,70.30,5.83,5.40,67.59,3.65,100.00,0.93,0.25,7.83,-0.16,-3.55,-27.76,-1.95,0.00,125.04,0.00
2001,54.06,213.53,121.08,89.12,1.64,5.44,67.09,4.33,84.29,1.06,0.28,1.81,1.40,0.09,2.42,0.20,0.00,46.44,0.00
2000,48.88,195.18,102.30,72.32,5.99,7.39,49.39,6.04,60.43,1.50,0.42,3.23,4.15,12.26,5.37,0.65,16.17,45.18,0.00
1999,42.77,198.27,307.41,245.20,130.49,9.02,40.46,6.46,56.50,1.65,0.52,6.35,12.94,16.35,15.29,2.30,90.30,76.27,2.28
1998,35.79,192.34,346.45,265.36,30.95,9.49,38.46,7.04,51.84,1.53,0.60,7.48,11.21,24.01,11.98,2.04,116.69,102.47,3.64
1997,34.72,141.63,254.49,207.05,21.80,9.59,38.06,8.23,44.34,1.29,0.56,7.65,12.05,19.94,13.54,2.15,81.22,125.08,6.15
