,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017,43.81,72116.98,199.89,191.22,6.28,21.74,16.78,4.01,91.02,42.52,0.06,3.85,5.94,18.21,56.56,1.60,26.09,383.96,5.11
2016,46.12,51481.99,51.61,49.62,7.32,11.95,30.54,4.22,86.49,7.34,0.06,5.28,8.83,24.06,74.43,2.19,0.58,653.23,-3.03
2015,49.48,6134.29,333.16,317.66,1.72,7.88,46.31,8.04,45.39,3.26,0.08,1.28,1.12,2.87,6.66,0.26,63.10,704.13,16.09
2014,49.31,2605.51,224.83,204.24,3.92,6.07,60.13,7.94,45.96,2.14,0.12,3.03,4.69,11.70,19.80,1.06,56.73,541.24,12.37
2013,52.17,1175.82,72.02,62.35,-5.20,5.22,69.92,8.14,44.84,1.39,0.14,-5.38,-12.52,-25.46,-43.95,-2.84,17.49,402.79,10.97
2012,19.51,595.31,77.88,59.60,-0.23,4.01,91.02,10.36,35.23,1.32,0.19,0.43,0.32,-6.87,1.31,0.06,7.34,140.01,0.72
2011,19.57,522.30,68.02,53.91,-16.15,3.99,91.47,10.20,35.78,1.65,0.27,-2.66,-3.50,-4.61,-10.67,-0.62,30.99,150.10,3.10
2010,18.90,772.99,160.19,123.97,24.78,4.86,75.10,11.78,30.98,3.28,0.38,3.70,4.47,0.01,9.20,0.78,37.48,178.37,2.96
2009,21.48,732.54,161.70,128.95,5.07,5.31,68.73,10.31,35.40,2.80,0.34,1.20,1.33,-2.36,3.06,0.22,54.93,207.14,4.52
2008,23.38,652.95,215.99,159.99,-7.50,4.65,78.49,6.90,52.89,2.60,0.37,-4.83,-7.12,-2.50,-15.28,-1.24,141.12,108.9,7.05
2007,28.13,600.15,163.79,119.36,8.31,3.77,96.81,2.06,177.18,2.87,0.41,4.76,6.11,0.14,10.17,1.03,66.06,47.85,8.15
2006,33.02,606.93,200.15,152.41,10.62,3.74,97.59,2.01,181.59,3.03,0.43,7.77,12.09,2.70,16.37,1.93,25.25,28.52,3.09
2005,47.78,410.29,113.00,94.00,-11.04,3.23,113.00,1.06,344.33,1.72,0.33,-7.80,-15.34,-5.00,-26.00,-2.49,32.00,32.0,7.00
2004,44.01,363.62,118.00,98.00,5.60,3.36,108.63,0.96,380.20,1.47,0.30,3.94,5.69,-3.00,11.00,0.99,18.00,14.00,5.00
2003,36.79,336.37,100.66,71.64,-4.78,3.43,106.41,0.77,474.02,1.44,0.31,-4.32,-8.83,1.97,-15.72,-1.36,7.11,6.47,2.11
2002,46.61,189.63,112.28,69.61,2.45,3.15,115.87,0.70,521.42,0.64,0.25,2.46,3.07,0.17,6.46,0.40,10.67,1.47,2.88
2001,36.49,243.74,121.76,67.43,-3.00,3.17,115.14,0.72,506.94,0.79,0.23,-3.00,-6.47,-7.06,-18.34,-0.85,0.00,0.00,0.00
2000,23.32,288.79,451.69,208.42,13.10,4.95,73.74,0.93,392.47,0.91,0.26,4.37,5.31,1.24,15.08,0.78,21.52,111.66,1.52
1999,22.24,264.70,543.46,238.41,12.06,5.19,70.33,0.85,429.41,0.79,0.25,2.08,2.47,-0.10,7.50,0.39,38.42,105.83,2.20
1998,20.97,248.28,727.44,265.52,2.16,4.92,74.19,0.82,445.12,0.68,0.24,2.22,2.42,-1.32,8.00,0.41,34.05,69.65,1.37
1997,24.90,240.26,292.98,92.32,1.70,5.24,69.66,0.76,480.26,0.65,0.22,0.92,0.47,-0.37,1.61,0.08,0.00,38.4,0.0
1996,15.18,255.48,1443.35,568.23,31.01,5.21,70.06,0.78,467.95,0.71,0.26,2.91,3.36,2.38,10.86,0.67,79.45,34.93,1.79
1995,16.55,264.59,936.41,386.66,11.32,4.90,74.49,0.89,410.11,0.83,0.29,2.46,2.74,3.59,7.87,0.54,140.55,32.17,3.2
