,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017,16.28,481.47,557.82,401.53,13745.05,3.77,96.81,3.05,119.67,4.23,0.76,8.00,9.54,65.34,10.32,4.88,46.30,115.40,-0.56
2016,16.09,537.97,616.72,479.19,10262.17,3.85,94.80,3.08,118.50,4.66,0.77,10.90,13.01,77.91,13.84,6.52,91.30,149.01,5.53
2015,16.34,550.61,664.23,498.30,4043.96,3.97,91.93,2.97,122.89,5.18,0.84,10.00,12.01,75.87,11.64,5.80,141.46,117.13,10.04
2014,17.16,602.70,610.31,442.17,1424.71,4.05,90.12,3.00,121.66,6.00,0.89,11.40,13.78,76.63,12.47,6.39,104.06,86.77,6.07
2013,17.54,610.49,591.73,425.11,2500.05,3.94,92.63,3.06,119.28,6.29,0.93,11.88,14.45,77.75,12.46,6.33,70.68,91.99,0.03
2012,14.05,676.75,587.56,403.97,168001.33,4.29,85.08,3.12,116.98,6.45,0.83,11.15,13.12,38.77,13.28,5.39,79.17,101.99,3.14
2011,15.94,649.84,483.16,316.67,135883.00,4.40,82.95,3.39,107.66,6.34,0.83,9.41,11.19,37.36,10.87,4.31,49.52,94.88,1.03
2010,15.84,772.89,493.82,345.91,5837.13,4.44,82.20,3.92,93.11,7.58,0.83,7.96,9.38,34.65,9.47,3.46,8.84,102.11,-4.37
2009,14.36,695.98,535.04,388.17,44103.67,4.39,83.14,2.25,162.22,6.17,0.77,10.92,13.09,35.24,14.07,4.65,152.69,140.88,13.78
2008,18.77,714.27,387.64,240.00,17983.16,5.15,70.87,2.77,131.76,7.95,0.88,6.92,8.38,32.65,7.60,2.80,48.19,102.27,1.68
2007,16.04,688.24,458.55,281.17,556.75,4.58,79.69,2.81,129.89,7.69,0.95,10.12,12.05,33.39,10.40,3.90,67.37,103.45,2.26
2006,16.38,681.15,434.78,284.36,8881.10,4.55,80.21,2.86,127.62,8.37,1.04,12.06,14.77,46.87,11.44,4.49,63.11,115.19,3.29
2005,20.37,613.74,351.02,261.03,8744.60,4.68,77.99,2.76,132.24,8.26,1.09,11.48,14.70,52.32,10.41,4.14,78.19,124.93,8.60
2004,23.50,564.14,327.24,224.31,7322.89,4.84,75.41,3.05,119.67,7.58,1.05,11.47,14.69,56.48,10.37,3.87,48.53,121.05,5.48
2003,20.07,565.31,362.79,260.74,7708.41,4.23,86.28,3.01,121.26,6.59,0.96,10.50,13.24,46.07,10.81,3.30,56.27,165.02,4.04
2002,21.32,518.70,326.29,234.57,3009.74,4.41,82.76,3.22,113.35,6.52,1.02,10.33,13.02,48.58,9.84,3.17,60.42,197.57,5.24
2001,20.06,481.60,332.29,228.20,1089.75,4.13,88.37,3.40,107.35,6.13,1.05,11.58,14.71,39.61,10.88,3.39,60.66,191.96,3.73
2000,22.75,492.12,316.73,236.58,1073.10,4.08,89.46,3.35,108.95,6.68,1.08,9.17,11.91,47.33,8.25,2.58,60.68,245.74,8.03
1999,23.37,457.64,339.42,256.68,154098.65,4.24,86.08,3.97,91.93,6.62,1.14,15.54,20.26,52.55,12.66,4.57,82.95,223.94,13.92
1998,23.26,376.76,320.54,229.69,117.33,3.87,94.32,4.86,75.10,5.99,1.27,14.43,19.59,53.58,10.84,4.31,66.66,149.52,14.49
1997,30.79,325.10,231.52,159.33,60.80,3.67,99.46,5.07,71.99,5.94,1.32,17.11,25.54,84.68,12.12,5.99,57.91,123.44,15.61
1996,37.80,275.33,183.22,128.58,22.76,3.71,98.38,5.55,65.77,5.51,1.32,16.58,26.88,70.82,11.44,5.08,33.13,101.24,11.82
