,負債佔資產比率(%),長期資金佔固定資產比率(%),流動比率(%),速動比率(%),利息保障倍數(%),應收款項週轉率(次),應收款項收現日數,存貨週轉率(次),平均售貨日數,固定資產週轉率(次),總資產週轉率(次),資產報酬率(%),股東權益報酬率(%),營業利益佔實收資本比率(%),純益率(%),每股盈餘(元),現金流量比率(%),現金流量允當比率(%),現金再投資比率(%)
2017,57.34,439.42,267.14,186.52,2.17,4.25,85.88,3.00,121.66,2.68,0.57,0.94,0.09,3.06,0.07,0.01,-12.06,44.53,-2.89
2016,47.70,299.84,265.34,175.62,1.81,5.95,61.34,2.79,130.82,2.25,0.59,1.15,0.54,1.83,0.30,0.04,31.46,79.56,5.73
2015,44.22,241.79,158.16,96.61,-1.66,3.99,91.47,1.47,248.29,1.31,0.35,-1.73,-5.03,-6.08,-6.75,-0.55,24.83,57.38,9.01
2014,51.84,262.12,195.32,116.74,-1.89,3.75,97.33,1.55,235.48,1.40,0.38,-2.79,-8.12,-7.78,-9.45,-0.87,10.36,40.19,2.91
2013,58.02,228.60,200.27,116.46,0.41,3.72,98.11,1.82,200.54,1.49,0.45,0.24,-1.70,-1.47,-1.59,-0.16,-4.66,28.43,-1.50
2012,47.21,285.12,71.15,34.83,-9.20,6.32,57.75,2.07,176.32,1.86,0.35,-6.53,-12.72,-4.69,-20.81,-1.29,3.94,38.58,1.78
2011,41.24,386.81,122.47,47.78,-5.45,6.74,54.15,2.67,136.70,2.09,0.42,-2.99,-5.92,-1.86,-8.40,-0.66,6.07,23.18,1.21
2010,40.82,297.40,88.97,51.72,5.53,5.43,67.21,3.45,105.79,2.33,0.48,2.36,3.18,5.17,3.97,0.36,11.81,32.80,4.70
2009,37.81,389.54,216.24,145.55,6.19,4.33,84.29,2.82,129.43,1.91,0.40,3.09,4.36,-2.12,6.65,0.51,57.69,44.06,8.29
2008,42.60,346.79,189.90,115.68,-0.85,4.38,83.33,2.43,150.20,1.79,0.40,-0.61,-1.85,3.79,-2.68,-0.22,7.03,34.92,-0.38
2007,37.31,316.81,135.90,92.01,65.49,3.97,91.93,2.92,125.00,2.18,0.45,6.45,9.45,8.43,12.70,1.21,7.89,47.03,0.98
2006,26.32,391.44,290.14,227.32,99.54,4.26,85.68,3.08,118.50,2.91,0.55,3.69,4.82,9.49,5.32,0.65,40.58,123.85,7.97
2005,20.61,269.20,304.50,164.86,19.34,4.40,82.95,2.08,175.48,2.55,0.75,3.64,4.60,9.12,4.83,0.50,103.63,95.83,14.29
2004,24.03,253.83,287.52,119.21,55.36,5.28,69.12,1.95,187.17,2.24,0.71,3.62,4.92,7.35,4.86,0.53,35.08,31.94,6.17
2003,31.49,205.89,175.25,81.96,-1.60,4.20,86.90,1.59,229.55,1.54,0.51,-1.18,-2.84,-3.20,-3.84,-0.31,20.30,18.77,7.42
2002,42.76,248.71,437.16,268.71,-0.05,4.12,88.59,1.93,189.11,1.38,0.48,1.78,0.49,2.17,0.50,0.06,52.52,16.30,6.72
2001,50.11,110.91,106.95,57.42,-3.53,2.69,135.68,1.55,235.48,1.17,0.55,-9.16,-25.69,8.64,-22.46,-2.61,7.57,0.00,5.25
2000,61.79,109.21,105.04,57.41,4.05,2.49,146.58,1.64,222.56,1.14,0.46,11.71,21.22,34.35,16.12,2.70,-18.09,-85.51,-18.91
1999,45.72,162.42,174.64,116.11,5.36,3.23,113.00,2.33,156.65,1.43,0.58,8.73,12.17,18.94,9.77,1.65,-18.22,-29.62,-7.85
1998,29.33,194.19,311.22,150.23,2.95,4.62,79.00,1.70,214.70,1.47,0.62,6.37,6.92,12.17,6.44,0.90,20.76,-8.98,4.01
1997,44.56,143.74,163.63,68.93,1.63,3.99,91.47,1.87,195.18,1.18,0.56,4.34,3.73,9.19,3.12,0.45,-26.14,-22.94,-10.05
